,Age,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,Attrition,Actual_PerformanceRating,Predicted_PerformanceRating_Logistic_Regression,Predicted_PerformanceRating_Support Vector Classifier_1,Predicted_PerformanceRating_Support_Vector_Classifier_2,Predicted_PerformanceRating_Decision_Tree_Classifier,Predicted_PerformanceRating_Random_Forest_Classifier,Predicted_PerformanceRating_AdaBoost_Classifier,Predicted_PerformanceRating_Gradient_Boosting_Classifier,Predicted_PerformanceRating_Stacking_Classifier
911,43,Single,Development,Developer,Travel_Frequently,28,3,2,72,4,1,4,No,12,4,3,2,1,No,3,3,3,3,3,3,3,3,3
912,50,Divorced,Development,Senior Developer,Travel_Rarely,1,2,4,66,3,4,9,No,22,3,2,4,1,No,4,4,4,4,4,4,4,4,4
913,54,Single,Research & Development,Manufacturing Director,Travel_Rarely,10,3,3,77,3,2,6,Yes,19,4,3,2,1,No,3,3,3,3,3,3,3,3,3
914,39,Married,Human Resources,Human Resources,Travel_Rarely,2,3,4,42,2,2,8,No,11,3,3,4,0,No,3,3,3,3,3,3,3,3,3
915,46,Married,Development,Developer,Travel_Frequently,1,3,3,40,2,3,2,Yes,13,3,2,9,9,No,3,3,3,3,3,3,3,3,3
916,20,Single,Development,Senior Developer,Travel_Rarely,10,1,4,32,3,1,1,Yes,11,4,3,0,1,Yes,3,3,3,3,3,3,3,3,3
917,33,Single,Development,Senior Developer,Travel_Frequently,3,3,1,70,3,1,1,Yes,11,1,3,8,9,Yes,3,2,2,3,3,3,3,3,3
918,27,Divorced,Development,Developer,Travel_Frequently,10,2,4,32,3,3,1,No,21,3,2,7,1,No,4,4,4,4,4,4,4,4,4
919,40,Single,Sales,Sales Executive,Travel_Rarely,25,4,4,57,2,3,2,Yes,12,3,3,4,1,Yes,3,3,3,3,3,3,3,3,3
920,34,Married,Research & Development,Laboratory Technician,Travel_Frequently,9,4,4,93,3,2,4,No,17,3,2,1,0,Yes,3,3,3,3,3,3,3,3,3
921,38,Divorced,Sales,Sales Executive,Travel_Rarely,2,2,2,31,3,2,3,No,15,4,3,7,1,No,2,2,2,2,2,2,3,2,2
922,30,Married,Development,Developer,Travel_Rarely,2,3,3,99,2,2,1,No,19,1,3,10,10,No,3,3,3,3,3,3,3,3,3
923,48,Married,Sales,Sales Executive,Travel_Rarely,2,5,2,37,3,2,2,No,14,1,3,7,6,No,2,2,2,2,2,2,2,2,2
924,30,Married,Sales,Sales Executive,Travel_Rarely,5,3,2,41,3,3,2,No,12,3,3,9,7,No,2,2,2,2,2,2,2,2,2
925,23,Single,Research & Development,Laboratory Technician,Travel_Rarely,20,1,1,97,3,2,0,No,14,2,3,3,1,No,2,2,2,2,2,2,2,2,2
926,51,Divorced,Human Resources,Manager,Travel_Rarely,5,3,3,84,3,4,1,Yes,11,2,3,9,0,No,3,3,3,3,3,3,3,3,3
927,50,Single,Research & Development,Research Director,Travel_Frequently,22,5,3,88,1,4,1,Yes,13,4,3,6,13,No,3,3,3,3,3,3,3,3,3
928,42,Single,Research & Development,Laboratory Technician,Travel_Rarely,29,3,2,56,1,2,4,No,19,1,3,0,0,No,3,3,3,3,3,3,3,3,3
929,37,Divorced,Development,Developer,Travel_Frequently,10,3,1,61,3,3,6,No,11,2,3,0,0,Yes,3,3,3,3,3,3,3,3,3
930,24,Married,Development,Developer,Travel_Rarely,1,3,2,61,3,1,2,Yes,16,1,2,0,2,Yes,3,3,3,3,3,3,3,3,3
931,58,Divorced,Sales,Manager,Non-Travel,2,3,2,52,3,4,4,No,22,4,2,9,14,No,2,4,2,2,2,2,2,2,2
932,55,Single,Development,Delivery Manager,Travel_Rarely,2,3,3,97,3,4,2,Yes,13,3,3,4,1,No,3,3,3,3,3,3,3,3,3
933,45,Single,Sales,Sales Executive,Non-Travel,6,3,4,57,2,3,6,No,12,4,3,7,12,No,3,3,3,3,3,3,3,3,3
934,35,Married,Development,Developer,Travel_Rarely,16,3,1,84,4,1,0,No,13,3,3,4,0,No,3,3,3,3,3,3,3,3,3
935,26,Single,Research & Development,Research Scientist,Travel_Rarely,2,1,1,36,2,1,0,No,12,4,3,3,1,No,3,2,2,2,3,3,3,3,2
936,44,Divorced,Finance,Finance Manager,Travel_Rarely,7,3,2,31,3,5,0,Yes,14,4,2,7,1,No,2,2,2,2,2,2,2,2,2
937,35,Single,Development,Senior Developer,Travel_Rarely,27,1,3,53,2,1,1,No,11,4,2,5,1,No,3,3,3,3,3,3,3,3,3
938,30,Married,Sales,Sales Executive,Travel_Rarely,10,3,3,72,2,2,1,No,18,1,3,3,1,No,3,3,4,3,3,3,3,3,3
939,48,Divorced,Sales,Sales Executive,Travel_Rarely,16,4,3,96,3,2,8,No,14,3,3,7,7,No,3,3,3,3,3,3,3,3,3
940,34,Single,Development,Developer,Travel_Rarely,2,4,3,86,2,1,1,No,11,3,3,5,1,No,3,3,3,3,3,3,3,3,3
941,35,Single,Research & Development,Healthcare Representative,Travel_Rarely,10,4,1,51,3,2,3,Yes,16,3,3,2,0,No,3,3,3,3,3,3,3,3,3
942,37,Divorced,Development,Delivery Manager,Travel_Rarely,14,3,4,95,3,1,1,No,12,3,2,7,12,No,3,3,3,3,3,3,3,3,3
943,49,Divorced,Research & Development,Manager R&D,Travel_Rarely,7,4,3,35,3,3,3,No,14,2,3,7,0,No,3,3,3,3,3,3,3,3,3
944,27,Married,Research & Development,Senior Manager R&D,Non-Travel,8,5,1,87,1,1,1,No,19,4,3,2,1,No,2,2,2,2,2,2,2,2,2
945,33,Single,Research & Development,Manufacturing Director,Travel_Rarely,25,3,4,44,2,2,1,No,13,4,3,3,0,No,3,3,3,3,3,3,3,3,3
946,31,Divorced,Sales,Sales Executive,Travel_Rarely,7,3,4,73,3,2,4,No,12,4,3,7,1,No,3,3,3,3,3,3,3,3,3
947,43,Divorced,Finance,Finance Manager,Travel_Rarely,27,3,4,87,4,1,5,No,12,3,3,4,0,No,3,3,3,3,3,3,3,3,3
948,45,Married,Research & Development,Manager R&D,Non-Travel,1,1,3,74,2,3,3,No,23,4,2,15,14,No,4,4,4,4,4,4,4,4,4
949,33,Married,Sales,Sales Executive,Travel_Frequently,25,3,2,82,3,2,1,No,12,1,2,7,0,No,3,3,3,3,3,2,3,3,3
950,33,Married,Human Resources,Human Resources,Travel_Rarely,2,3,2,99,3,1,1,No,13,4,3,4,1,No,2,2,2,2,2,2,2,2,2
951,40,Single,Research & Development,Research Director,Travel_Frequently,9,4,2,88,3,3,9,No,17,3,2,7,2,No,2,2,2,2,2,2,2,2,2
952,48,Married,Sales,Sales Representative,Travel_Frequently,7,2,4,95,3,1,2,Yes,11,3,3,7,7,Yes,3,3,3,3,2,3,3,3,3
953,38,Married,Data Science,Data Scientist,Travel_Rarely,10,3,3,76,3,2,3,No,19,3,3,0,0,No,3,3,4,3,3,3,3,3,3
954,42,Married,Sales,Manager,Travel_Rarely,5,2,4,90,3,5,6,No,13,2,4,0,0,No,4,3,4,4,4,3,3,4,3
955,51,Single,Research & Development,Laboratory Technician,Travel_Frequently,6,2,2,40,2,1,0,No,14,2,2,0,7,No,3,2,3,3,2,2,3,3,3
956,42,Married,Development,Developer,Travel_Rarely,2,4,3,81,3,2,1,No,13,2,3,2,2,No,3,3,3,3,3,3,3,3,3
957,31,Married,Sales,Sales Representative,Travel_Rarely,7,4,2,41,2,1,3,No,15,2,4,7,5,No,3,2,2,2,3,2,3,3,2
958,33,Married,Development,Developer,Travel_Frequently,1,4,3,84,4,2,1,Yes,13,1,3,5,1,No,3,3,3,3,3,3,3,3,3
959,37,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,4,78,3,2,5,Yes,22,3,3,3,0,No,4,4,4,4,4,4,4,4,4
